data,regio_sanitaria,diagnostic,casos
2024-07-08,Catalunya Central,Impetigen,18
2024-07-08,Catalunya Central,Grip,12
2024-07-08,Barcelona Metropolitana Sud,Impetigen,59
2024-07-08,Camp de Tarragona,Bronquiolitis,1
2024-07-08,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,2
2024-07-08,Alt Pirineu i Aran,Impetigen,7
2024-07-08,Barcelona Metropolitana Nord,Impetigen,121
2024-07-08,Barcelona Metropolitana Nord,Faringoamigdalitis,386
2024-07-08,Barcelona Metropolitana Nord,Escarlatina,1
2024-07-08,Barcelona Metropolitana Nord,COVID-19,524
2024-07-08,Barcelona Metropolitana Nord,Grip,132
2024-07-08,Barcelona Metropolitana Nord,Bronquiolitis,7
2024-07-08,Barcelona Metropolitana Nord,Altres IRA,1352
2024-07-08,Barcelona Ciutat,Pneumònia,94
2024-07-08,Alt Pirineu i Aran,Grip,1
2024-07-08,Barcelona Ciutat,Impetigen,92
2024-07-08,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,72
2024-07-08,Barcelona Ciutat,Faringoamigdalitis,283
2024-07-08,Barcelona Ciutat,Escarlatina,4
2024-07-08,Barcelona Ciutat,COVID-19,373
2024-07-08,Barcelona Ciutat,Bronquiolitis,3
2024-07-08,Barcelona Ciutat,Altres IRA,1012
2024-07-08,Alt Pirineu i Aran,Pneumònia,7
2024-07-08,Barcelona Ciutat,Grip,126
2024-07-08,Barcelona Metropolitana Nord,Pneumònia,117
2024-07-08,Penedès,Impetigen,40
2024-07-08,Catalunya Central,Escarlatina,2
2024-07-08,Lleida,Escarlatina,1
2024-07-08,Lleida,COVID-19,106
2024-07-08,Lleida,Bronquiolitis,1
2024-07-08,Lleida,Altres IRA,214
2024-07-08,Catalunya Central,COVID-19,73
2024-07-08,Catalunya Central,Bronquiolitis,1
2024-07-08,Catalunya Central,Altres IRA,230
2024-07-08,Camp de Tarragona,Pneumònia,20
2024-07-08,Catalunya Central,Faringoamigdalitis estreptocòccica,34
2024-07-08,Girona,Altres IRA,489
2024-07-08,Lleida,Faringoamigdalitis,78
2024-07-08,Camp de Tarragona,Impetigen,28
2024-07-08,Camp de Tarragona,Faringoamigdalitis estreptocòccica,33
2024-07-08,Camp de Tarragona,Altres IRA,326
2024-07-08,Girona,Bronquiolitis,4
2024-07-08,Girona,COVID-19,123
2024-07-08,Girona,Escarlatina,2
2024-07-08,Girona,Faringoamigdalitis,151
2024-07-08,Girona,Faringoamigdalitis estreptocòccica,56
2024-07-08,Girona,Grip,30
2024-07-08,Girona,Impetigen,62
2024-07-08,Girona,Pneumònia,41
2024-07-08,Camp de Tarragona,Grip,37
2024-07-08,Catalunya Central,Faringoamigdalitis,84
2024-07-08,Lleida,Faringoamigdalitis estreptocòccica,21
2024-07-08,Lleida,Impetigen,4
2024-07-08,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,20
2024-07-08,Terres de l'Ebre,Faringoamigdalitis,46
2024-07-08,Terres de l'Ebre,Escarlatina,2
2024-07-08,Terres de l'Ebre,COVID-19,36
2024-07-08,Terres de l'Ebre,Altres IRA,122
2024-07-08,Penedès,Pneumònia,20
2024-07-08,Penedès,Grip,19
2024-07-08,Penedès,Faringoamigdalitis estreptocòccica,27
2024-07-08,Penedès,Faringoamigdalitis,67
2024-07-08,Penedès,Escarlatina,2
2024-07-08,Lleida,Grip,6
2024-07-08,Penedès,COVID-19,94
2024-07-08,Penedès,Altres IRA,291
2024-07-08,No disponible,Pneumònia,2
2024-07-08,No disponible,Impetigen,5
2024-07-08,No disponible,Grip,4
2024-07-08,No disponible,Faringoamigdalitis estreptocòccica,7
2024-07-08,No disponible,Faringoamigdalitis,31
2024-07-08,No disponible,Escarlatina,1
2024-07-08,No disponible,COVID-19,7
2024-07-08,No disponible,Altres IRA,79
2024-07-08,Lleida,Pneumònia,14
2024-07-08,Penedès,Bronquiolitis,2
2024-07-08,Barcelona Metropolitana Sud,Pneumònia,58
2024-07-08,Alt Pirineu i Aran,Altres IRA,31
2024-07-08,Terres de l'Ebre,Grip,11
2024-07-08,Terres de l'Ebre,Pneumònia,2
2024-07-08,Terres de l'Ebre,Impetigen,10
2024-07-08,Alt Pirineu i Aran,COVID-19,18
2024-07-09,Catalunya Central,Pneumònia,12
2024-07-09,Catalunya Central,Impetigen,16
2024-07-09,Catalunya Central,Grip,10
2024-07-09,Catalunya Central,Faringoamigdalitis estreptocòccica,24
2024-07-09,Catalunya Central,Faringoamigdalitis,59
2024-07-09,Catalunya Central,COVID-19,67
2024-07-09,Catalunya Central,Altres IRA,187
2024-07-09,Camp de Tarragona,Pneumònia,21
2024-07-09,Girona,Altres IRA,429
2024-07-09,Camp de Tarragona,Impetigen,23
2024-07-09,Camp de Tarragona,Faringoamigdalitis estreptocòccica,21
2024-07-09,Camp de Tarragona,Faringoamigdalitis,76
2024-07-09,Camp de Tarragona,COVID-19,100
2024-07-09,Camp de Tarragona,Bronquiolitis,3
2024-07-09,Camp de Tarragona,Altres IRA,293
2024-07-09,Barcelona Metropolitana Sud,Pneumònia,51
2024-07-09,Barcelona Metropolitana Sud,Impetigen,51
2024-07-09,Barcelona Metropolitana Sud,Grip,40
2024-07-09,Camp de Tarragona,Grip,26
2024-07-09,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,45
2024-07-09,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,15
2024-07-09,Girona,Faringoamigdalitis,150
2024-07-09,Terres de l'Ebre,Pneumònia,6
2024-07-09,Terres de l'Ebre,Impetigen,17
2024-07-09,No disponible,COVID-19,7
2024-07-09,No disponible,Bronquiolitis,2
2024-07-09,No disponible,Altres IRA,78
2024-07-09,Lleida,Pneumònia,11
2024-07-09,Lleida,Impetigen,14
2024-07-09,Lleida,Grip,7
2024-07-09,Girona,Escarlatina,2
2024-07-09,Lleida,Faringoamigdalitis estreptocòccica,31
2024-07-09,Lleida,Escarlatina,2
2024-07-09,Lleida,COVID-19,94
2024-07-09,Lleida,Bronquiolitis,2
2024-07-09,Lleida,Altres IRA,187
2024-07-09,Girona,Pneumònia,32
2024-07-09,Girona,Impetigen,50
2024-07-09,Girona,Grip,39
2024-07-09,Girona,Faringoamigdalitis estreptocòccica,55
2024-07-09,Lleida,Faringoamigdalitis,77
2024-07-09,Girona,Bronquiolitis,3
2024-07-09,Barcelona Metropolitana Sud,Faringoamigdalitis,172
2024-07-09,Terres de l'Ebre,Grip,10
2024-07-09,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,4
2024-07-09,Alt Pirineu i Aran,Faringoamigdalitis,17
2024-07-09,Alt Pirineu i Aran,COVID-19,21
2024-07-09,Alt Pirineu i Aran,Altres IRA,46
2024-07-09,No disponible,Pneumònia,6
2024-07-09,Penedès,Altres IRA,241
2024-07-09,Penedès,Bronquiolitis,1
2024-07-09,Penedès,COVID-19,70
2024-07-09,Alt Pirineu i Aran,Grip,1
2024-07-09,Penedès,Escarlatina,1
2024-07-09,Penedès,Faringoamigdalitis estreptocòccica,17
2024-07-09,Penedès,Grip,18
2024-07-09,Penedès,Impetigen,24
2024-07-09,Penedès,Pneumònia,29
2024-07-09,Terres de l'Ebre,Altres IRA,115
2024-07-09,Terres de l'Ebre,COVID-19,34
2024-07-09,Terres de l'Ebre,Escarlatina,1
2024-07-09,Terres de l'Ebre,Faringoamigdalitis,39
2024-07-09,Penedès,Faringoamigdalitis,62
2024-07-09,Barcelona Metropolitana Sud,Escarlatina,2
2024-07-09,Alt Pirineu i Aran,Impetigen,2
2024-07-09,Barcelona Ciutat,Altres IRA,794
2024-07-09,Barcelona Metropolitana Sud,Bronquiolitis,2
2024-07-09,Barcelona Metropolitana Sud,Altres IRA,546
2024-07-09,Barcelona Metropolitana Nord,Pneumònia,90
2024-07-09,Barcelona Metropolitana Nord,Impetigen,100
2024-07-09,Barcelona Metropolitana Nord,Grip,113
2024-07-09,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,103
2024-07-09,Barcelona Metropolitana Nord,Faringoamigdalitis,326
2024-07-09,Barcelona Metropolitana Nord,Escarlatina,5
2024-07-09,Alt Pirineu i Aran,Pneumònia,6
2024-07-09,Barcelona Metropolitana Nord,COVID-19,398
2024-07-09,Barcelona Metropolitana Nord,Altres IRA,1097
2024-07-09,Barcelona Ciutat,Pneumònia,74
2024-07-09,Barcelona Ciutat,Impetigen,75
2024-07-09,Barcelona Ciutat,Grip,91
2024-07-09,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,55
2024-07-09,Barcelona Ciutat,Faringoamigdalitis,215
2024-07-09,Barcelona Ciutat,Escarlatina,3
2024-07-09,Barcelona Ciutat,COVID-19,275
2024-07-09,Barcelona Metropolitana Nord,Bronquiolitis,9
2024-07-09,Barcelona Metropolitana Sud,COVID-19,223
2024-07-09,Girona,COVID-19,73
2024-07-09,No disponible,Impetigen,8
2024-07-09,No disponible,Grip,5
2024-07-09,No disponible,Faringoamigdalitis estreptocòccica,12
2024-07-09,No disponible,Faringoamigdalitis,40
2024-07-10,No disponible,Altres IRA,61
2024-07-10,Barcelona Ciutat,Escarlatina,3
2024-07-10,Barcelona Ciutat,Faringoamigdalitis,223
2024-07-10,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,82
2024-07-10,Barcelona Ciutat,Grip,86
2024-07-10,Barcelona Ciutat,Impetigen,78
2024-07-10,Barcelona Ciutat,Pneumònia,61
2024-07-10,Barcelona Metropolitana Nord,Altres IRA,979
2024-07-10,Barcelona Metropolitana Nord,Bronquiolitis,6
2024-07-10,Lleida,Pneumònia,10
2024-07-10,Barcelona Metropolitana Nord,Escarlatina,4
2024-07-10,Barcelona Metropolitana Nord,Grip,66
2024-07-10,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,105
2024-07-10,Barcelona Ciutat,COVID-19,261
2024-07-10,Barcelona Metropolitana Nord,Impetigen,74
2024-07-10,Barcelona Metropolitana Nord,Pneumònia,67
2024-07-10,Barcelona Metropolitana Sud,Altres IRA,501
2024-07-10,Barcelona Metropolitana Sud,Bronquiolitis,4
2024-07-10,Barcelona Metropolitana Sud,COVID-19,204
2024-07-10,Barcelona Metropolitana Sud,Escarlatina,3
2024-07-10,Barcelona Metropolitana Sud,Faringoamigdalitis,166
2024-07-10,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,44
2024-07-10,Barcelona Metropolitana Nord,Faringoamigdalitis,323
2024-07-10,Barcelona Ciutat,Bronquiolitis,6
2024-07-10,Alt Pirineu i Aran,Impetigen,3
2024-07-10,Alt Pirineu i Aran,Pneumònia,3
2024-07-10,Camp de Tarragona,Faringoamigdalitis,83
2024-07-10,Camp de Tarragona,Faringoamigdalitis estreptocòccica,23
2024-07-10,Camp de Tarragona,Grip,17
2024-07-10,Camp de Tarragona,Impetigen,23
2024-07-10,Camp de Tarragona,Pneumònia,23
2024-07-10,Catalunya Central,Altres IRA,174
2024-07-10,Catalunya Central,Bronquiolitis,2
2024-07-10,Catalunya Central,COVID-19,42
2024-07-10,Catalunya Central,Escarlatina,1
2024-07-10,Catalunya Central,Faringoamigdalitis,67
2024-07-10,Barcelona Ciutat,Altres IRA,733
2024-07-10,Catalunya Central,Faringoamigdalitis estreptocòccica,27
2024-07-10,Catalunya Central,Impetigen,14
2024-07-10,Catalunya Central,Pneumònia,17
2024-07-10,Girona,Altres IRA,364
2024-07-10,Girona,Bronquiolitis,3
2024-07-10,Girona,COVID-19,88
2024-07-10,Girona,Faringoamigdalitis,150
2024-07-10,Alt Pirineu i Aran,Altres IRA,31
2024-07-10,Alt Pirineu i Aran,COVID-19,14
2024-07-10,Alt Pirineu i Aran,Faringoamigdalitis,9
2024-07-10,Barcelona Metropolitana Sud,Grip,42
2024-07-10,Catalunya Central,Grip,12
2024-07-10,Barcelona Metropolitana Sud,Impetigen,46
2024-07-10,Barcelona Metropolitana Nord,COVID-19,360
2024-07-10,Camp de Tarragona,Altres IRA,242
2024-07-10,Terres de l'Ebre,Pneumònia,7
2024-07-10,Terres de l'Ebre,Impetigen,12
2024-07-10,Terres de l'Ebre,Grip,6
2024-07-10,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,10
2024-07-10,Terres de l'Ebre,Faringoamigdalitis,38
2024-07-10,Terres de l'Ebre,COVID-19,28
2024-07-10,Terres de l'Ebre,Altres IRA,101
2024-07-10,Penedès,Pneumònia,18
2024-07-10,Penedès,Impetigen,27
2024-07-10,Penedès,Grip,26
2024-07-10,Penedès,Faringoamigdalitis estreptocòccica,15
2024-07-10,Barcelona Metropolitana Sud,Pneumònia,37
2024-07-10,Penedès,COVID-19,80
2024-07-10,Penedès,Bronquiolitis,4
2024-07-10,Penedès,Altres IRA,223
2024-07-10,No disponible,Pneumònia,1
2024-07-10,No disponible,Impetigen,12
2024-07-10,No disponible,Grip,4
2024-07-10,No disponible,Faringoamigdalitis estreptocòccica,12
2024-07-10,No disponible,Faringoamigdalitis,37
2024-07-10,No disponible,Escarlatina,1
2024-07-10,No disponible,COVID-19,9
2024-07-10,No disponible,Bronquiolitis,1
2024-07-10,Lleida,Impetigen,13
2024-07-10,Lleida,Grip,4
2024-07-10,Penedès,Faringoamigdalitis,60
2024-07-10,Lleida,COVID-19,89
2024-07-10,Lleida,Escarlatina,4
2024-07-10,Girona,Pneumònia,33
2024-07-10,Girona,Impetigen,36
2024-07-10,Girona,Grip,26
2024-07-10,Camp de Tarragona,COVID-19,85
2024-07-10,Lleida,Altres IRA,152
2024-07-10,Camp de Tarragona,Bronquiolitis,1
2024-07-10,Girona,Faringoamigdalitis estreptocòccica,60
2024-07-10,Lleida,Faringoamigdalitis estreptocòccica,23
2024-07-10,Lleida,Faringoamigdalitis,54
2024-07-10,Camp de Tarragona,Escarlatina,1
2024-07-10,Lleida,Bronquiolitis,1
2024-07-11,No disponible,Altres IRA,80
2024-07-11,Lleida,Pneumònia,6
2024-07-11,Lleida,Impetigen,17
2024-07-11,No disponible,Bronquiolitis,1
2024-07-11,No disponible,COVID-19,12
2024-07-11,Penedès,COVID-19,71
2024-07-11,Lleida,Grip,7
2024-07-11,Lleida,Faringoamigdalitis estreptocòccica,15
2024-07-11,Lleida,Faringoamigdalitis,51
2024-07-11,Lleida,COVID-19,92
2024-07-11,Lleida,Altres IRA,151
2024-07-11,Girona,Pneumònia,43
2024-07-11,Girona,Impetigen,47
2024-07-11,Girona,Grip,26
2024-07-11,Girona,Faringoamigdalitis estreptocòccica,37
2024-07-11,Girona,Faringoamigdalitis,107
2024-07-11,Girona,Escarlatina,1
2024-07-11,Girona,COVID-19,78
2024-07-11,No disponible,Faringoamigdalitis,26
2024-07-11,Alt Pirineu i Aran,Pneumònia,8
2024-07-11,Alt Pirineu i Aran,Altres IRA,21
2024-07-11,Alt Pirineu i Aran,Grip,1
2024-07-11,Penedès,Faringoamigdalitis,61
2024-07-11,Girona,Bronquiolitis,1
2024-07-11,Penedès,Faringoamigdalitis estreptocòccica,19
2024-07-11,Penedès,Grip,18
2024-07-11,Penedès,Impetigen,29
2024-07-11,Penedès,Pneumònia,17
2024-07-11,Terres de l'Ebre,Altres IRA,111
2024-07-11,Terres de l'Ebre,COVID-19,26
2024-07-11,Terres de l'Ebre,Escarlatina,1
2024-07-11,Terres de l'Ebre,Faringoamigdalitis,35
2024-07-11,Alt Pirineu i Aran,Impetigen,3
2024-07-11,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,11
2024-07-11,Terres de l'Ebre,Impetigen,12
2024-07-11,Terres de l'Ebre,Pneumònia,7
2024-07-11,Penedès,Bronquiolitis,1
2024-07-11,Penedès,Altres IRA,203
2024-07-11,No disponible,Pneumònia,2
2024-07-11,No disponible,Impetigen,3
2024-07-11,No disponible,Grip,4
2024-07-11,No disponible,Faringoamigdalitis estreptocòccica,9
2024-07-11,Alt Pirineu i Aran,COVID-19,10
2024-07-11,Alt Pirineu i Aran,Faringoamigdalitis,6
2024-07-11,Terres de l'Ebre,Grip,5
2024-07-11,Girona,Altres IRA,336
2024-07-11,Camp de Tarragona,Impetigen,20
2024-07-11,Catalunya Central,Impetigen,8
2024-07-11,Barcelona Metropolitana Nord,Impetigen,77
2024-07-11,Barcelona Metropolitana Nord,Grip,71
2024-07-11,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,97
2024-07-11,Barcelona Metropolitana Nord,Faringoamigdalitis,313
2024-07-11,Barcelona Metropolitana Nord,Escarlatina,3
2024-07-11,Catalunya Central,Pneumònia,17
2024-07-11,Barcelona Metropolitana Nord,COVID-19,332
2024-07-11,Barcelona Metropolitana Nord,Bronquiolitis,5
2024-07-11,Barcelona Metropolitana Sud,Altres IRA,516
2024-07-11,Barcelona Metropolitana Nord,Altres IRA,965
2024-07-11,Barcelona Ciutat,Impetigen,65
2024-07-11,Barcelona Ciutat,Grip,71
2024-07-11,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,49
2024-07-11,Barcelona Ciutat,Faringoamigdalitis,175
2024-07-11,Barcelona Ciutat,Escarlatina,1
2024-07-11,Barcelona Ciutat,COVID-19,220
2024-07-11,Barcelona Ciutat,Bronquiolitis,3
2024-07-11,Barcelona Ciutat,Altres IRA,673
2024-07-11,Barcelona Ciutat,Pneumònia,65
2024-07-11,Barcelona Metropolitana Sud,Bronquiolitis,2
2024-07-11,Barcelona Metropolitana Nord,Pneumònia,68
2024-07-11,Barcelona Metropolitana Sud,Escarlatina,1
2024-07-11,Catalunya Central,Grip,11
2024-07-11,Catalunya Central,Faringoamigdalitis estreptocòccica,26
2024-07-11,Catalunya Central,Faringoamigdalitis,70
2024-07-11,Catalunya Central,COVID-19,46
2024-07-11,Catalunya Central,Altres IRA,174
2024-07-11,Camp de Tarragona,Pneumònia,33
2024-07-11,Camp de Tarragona,Grip,29
2024-07-11,Barcelona Metropolitana Sud,COVID-19,182
2024-07-11,Camp de Tarragona,Faringoamigdalitis,77
2024-07-11,Camp de Tarragona,Escarlatina,1
2024-07-11,Camp de Tarragona,COVID-19,96
2024-07-11,Camp de Tarragona,Faringoamigdalitis estreptocòccica,28
2024-07-11,Camp de Tarragona,Altres IRA,255
2024-07-11,Barcelona Metropolitana Sud,Pneumònia,53
2024-07-11,Barcelona Metropolitana Sud,Impetigen,49
2024-07-11,Barcelona Metropolitana Sud,Grip,42
2024-07-11,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,43
2024-07-11,Camp de Tarragona,Bronquiolitis,2
2024-07-11,Barcelona Metropolitana Sud,Faringoamigdalitis,147
2024-07-12,Barcelona Metropolitana Nord,Altres IRA,887
2024-07-12,Barcelona Ciutat,Escarlatina,4
2024-07-12,Barcelona Ciutat,Faringoamigdalitis,173
2024-07-12,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,44
2024-07-12,Barcelona Ciutat,Grip,53
2024-07-12,Barcelona Ciutat,Impetigen,56
2024-07-12,Barcelona Metropolitana Nord,COVID-19,269
2024-07-12,Barcelona Metropolitana Sud,COVID-19,149
2024-07-12,Barcelona Metropolitana Nord,Bronquiolitis,7
2024-07-12,Barcelona Ciutat,COVID-19,195
2024-07-12,Barcelona Metropolitana Sud,Escarlatina,2
2024-07-12,Barcelona Ciutat,Pneumònia,63
2024-07-12,Barcelona Ciutat,Bronquiolitis,3
2024-07-12,Barcelona Metropolitana Sud,Faringoamigdalitis,152
2024-07-12,Alt Pirineu i Aran,Pneumònia,3
2024-07-12,Alt Pirineu i Aran,Impetigen,2
2024-07-12,Alt Pirineu i Aran,Grip,3
2024-07-12,Alt Pirineu i Aran,Faringoamigdalitis,7
2024-07-12,Alt Pirineu i Aran,COVID-19,6
2024-07-12,Alt Pirineu i Aran,Altres IRA,34
2024-07-12,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,83
2024-07-12,Barcelona Metropolitana Sud,Bronquiolitis,5
2024-07-12,Barcelona Metropolitana Sud,Altres IRA,476
2024-07-12,Barcelona Metropolitana Nord,Pneumònia,70
2024-07-12,Barcelona Metropolitana Nord,Impetigen,81
2024-07-12,Barcelona Metropolitana Nord,Grip,65
2024-07-12,Barcelona Ciutat,Altres IRA,613
2024-07-12,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,47
2024-07-12,Barcelona Metropolitana Nord,Faringoamigdalitis,294
2024-07-12,Girona,Grip,18
2024-07-12,Barcelona Metropolitana Sud,Impetigen,48
2024-07-12,Lleida,Escarlatina,1
2024-07-12,Lleida,Faringoamigdalitis,46
2024-07-12,Lleida,Faringoamigdalitis estreptocòccica,8
2024-07-12,Lleida,Grip,3
2024-07-12,Lleida,Impetigen,11
2024-07-12,Lleida,Pneumònia,9
2024-07-12,No disponible,Altres IRA,58
2024-07-12,No disponible,Bronquiolitis,1
2024-07-12,Barcelona Metropolitana Sud,Pneumònia,36
2024-07-12,No disponible,COVID-19,4
2024-07-12,No disponible,Faringoamigdalitis estreptocòccica,15
2024-07-12,No disponible,Grip,3
2024-07-12,No disponible,Impetigen,10
2024-07-12,No disponible,Pneumònia,5
2024-07-12,Penedès,Altres IRA,148
2024-07-12,Girona,Bronquiolitis,3
2024-07-12,Penedès,Escarlatina,4
2024-07-12,Penedès,Faringoamigdalitis,54
2024-07-12,Penedès,Faringoamigdalitis estreptocòccica,22
2024-07-12,No disponible,Faringoamigdalitis,38
2024-07-12,Penedès,Grip,15
2024-07-12,Camp de Tarragona,Altres IRA,233
2024-07-12,Camp de Tarragona,COVID-19,99
2024-07-12,Girona,Altres IRA,345
2024-07-12,Catalunya Central,Pneumònia,20
2024-07-12,Catalunya Central,Impetigen,15
2024-07-12,Catalunya Central,Grip,11
2024-07-12,Catalunya Central,Faringoamigdalitis estreptocòccica,22
2024-07-12,Catalunya Central,Faringoamigdalitis,62
2024-07-12,Girona,Faringoamigdalitis,105
2024-07-12,Girona,Faringoamigdalitis estreptocòccica,35
2024-07-12,Girona,Impetigen,52
2024-07-12,Camp de Tarragona,Bronquiolitis,2
2024-07-12,Girona,Pneumònia,39
2024-07-12,Lleida,Bronquiolitis,1
2024-07-12,Lleida,COVID-19,65
2024-07-12,Catalunya Central,COVID-19,49
2024-07-12,Catalunya Central,Altres IRA,142
2024-07-12,Camp de Tarragona,Pneumònia,28
2024-07-12,Camp de Tarragona,Impetigen,31
2024-07-12,Camp de Tarragona,Grip,16
2024-07-12,Camp de Tarragona,Faringoamigdalitis estreptocòccica,28
2024-07-12,Camp de Tarragona,Faringoamigdalitis,79
2024-07-12,Lleida,Altres IRA,125
2024-07-12,Penedès,Impetigen,26
2024-07-12,Penedès,COVID-19,46
2024-07-12,Terres de l'Ebre,Altres IRA,96
2024-07-12,Barcelona Metropolitana Nord,Escarlatina,4
2024-07-12,Penedès,Pneumònia,20
2024-07-12,Barcelona Metropolitana Sud,Grip,26
2024-07-12,Terres de l'Ebre,Pneumònia,4
2024-07-12,Girona,COVID-19,80
2024-07-12,Terres de l'Ebre,Grip,7
2024-07-12,Terres de l'Ebre,Faringoamigdalitis,41
2024-07-12,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,8
2024-07-12,Terres de l'Ebre,COVID-19,23
2024-07-12,Terres de l'Ebre,Impetigen,13
2024-07-13,No disponible,Impetigen,8
2024-07-13,No disponible,Pneumònia,2
2024-07-13,Penedès,Altres IRA,63
2024-07-13,Penedès,COVID-19,14
2024-07-13,Penedès,Escarlatina,1
2024-07-13,Alt Pirineu i Aran,Faringoamigdalitis,5
2024-07-13,Alt Pirineu i Aran,COVID-19,4
2024-07-13,Alt Pirineu i Aran,Altres IRA,14
2024-07-13,Penedès,Faringoamigdalitis,27
2024-07-13,Penedès,Faringoamigdalitis estreptocòccica,12
2024-07-13,Penedès,Impetigen,11
2024-07-13,Barcelona Metropolitana Nord,Bronquiolitis,1
2024-07-13,Penedès,Pneumònia,6
2024-07-13,Terres de l'Ebre,Altres IRA,56
2024-07-13,Terres de l'Ebre,COVID-19,10
2024-07-13,Terres de l'Ebre,Faringoamigdalitis,32
2024-07-13,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,9
2024-07-13,Terres de l'Ebre,Grip,2
2024-07-13,Terres de l'Ebre,Impetigen,4
2024-07-13,Terres de l'Ebre,Pneumònia,2
2024-07-13,Penedès,Grip,1
2024-07-13,No disponible,Grip,2
2024-07-13,No disponible,Faringoamigdalitis,32
2024-07-13,No disponible,COVID-19,3
2024-07-13,Girona,Altres IRA,129
2024-07-13,Girona,Bronquiolitis,1
2024-07-13,Girona,COVID-19,26
2024-07-13,Girona,Faringoamigdalitis,75
2024-07-13,Girona,Faringoamigdalitis estreptocòccica,22
2024-07-13,Girona,Grip,6
2024-07-13,Girona,Impetigen,22
2024-07-13,Girona,Pneumònia,11
2024-07-13,Lleida,Altres IRA,64
2024-07-13,Lleida,COVID-19,22
2024-07-13,Lleida,Faringoamigdalitis,30
2024-07-13,Lleida,Faringoamigdalitis estreptocòccica,3
2024-07-13,Barcelona Ciutat,Grip,9
2024-07-13,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,24
2024-07-13,Barcelona Ciutat,Faringoamigdalitis,87
2024-07-13,Barcelona Ciutat,COVID-19,66
2024-07-13,Barcelona Ciutat,Altres IRA,216
2024-07-13,Alt Pirineu i Aran,Pneumònia,1
2024-07-13,Alt Pirineu i Aran,Grip,1
2024-07-13,Lleida,Impetigen,7
2024-07-13,No disponible,Altres IRA,52
2024-07-13,No disponible,Faringoamigdalitis estreptocòccica,15
2024-07-13,Lleida,Pneumònia,3
2024-07-13,Barcelona Metropolitana Nord,Altres IRA,362
2024-07-13,Barcelona Metropolitana Sud,Faringoamigdalitis,85
2024-07-13,Catalunya Central,Pneumònia,4
2024-07-13,Catalunya Central,Impetigen,4
2024-07-13,Catalunya Central,Faringoamigdalitis estreptocòccica,4
2024-07-13,Catalunya Central,Faringoamigdalitis,15
2024-07-13,Catalunya Central,COVID-19,16
2024-07-13,Catalunya Central,Altres IRA,38
2024-07-13,Camp de Tarragona,Pneumònia,8
2024-07-13,Camp de Tarragona,Impetigen,9
2024-07-13,Camp de Tarragona,Grip,4
2024-07-13,Camp de Tarragona,Faringoamigdalitis estreptocòccica,20
2024-07-13,Camp de Tarragona,Faringoamigdalitis,58
2024-07-13,Camp de Tarragona,COVID-19,47
2024-07-13,Camp de Tarragona,Altres IRA,117
2024-07-13,Barcelona Metropolitana Sud,Pneumònia,18
2024-07-13,Catalunya Central,Escarlatina,1
2024-07-13,Barcelona Metropolitana Sud,Grip,6
2024-07-13,Barcelona Metropolitana Sud,Impetigen,14
2024-07-13,Barcelona Ciutat,Pneumònia,19
2024-07-13,Barcelona Ciutat,Impetigen,19
2024-07-13,Barcelona Metropolitana Nord,Escarlatina,4
2024-07-13,Barcelona Metropolitana Nord,Faringoamigdalitis,165
2024-07-13,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,45
2024-07-13,Barcelona Metropolitana Nord,COVID-19,98
2024-07-13,Barcelona Metropolitana Nord,Impetigen,21
2024-07-13,Barcelona Metropolitana Nord,Pneumònia,31
2024-07-13,Barcelona Metropolitana Sud,Altres IRA,179
2024-07-13,Barcelona Metropolitana Sud,COVID-19,55
2024-07-13,Barcelona Metropolitana Nord,Grip,16
2024-07-13,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,12
2024-07-14,Barcelona Metropolitana Nord,Impetigen,13
2024-07-14,Barcelona Metropolitana Sud,Pneumònia,12
2024-07-14,Barcelona Metropolitana Sud,Impetigen,15
2024-07-14,Barcelona Metropolitana Sud,Grip,6
2024-07-14,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,24
2024-07-14,Barcelona Metropolitana Sud,COVID-19,49
2024-07-14,Barcelona Metropolitana Sud,Altres IRA,142
2024-07-14,Camp de Tarragona,Altres IRA,107
